70	492.151
69.2921	490.68
68.5892	489.208
67.8915	487.736
67.1989	486.264
66.5115	484.793
65.829	483.322
65.1517	481.851
64.4794	480.38
63.8121	478.909
63.1497	477.439
62.4924	475.969
61.8399	474.498
61.1924	473.029
60.5498	471.559
59.912	470.089
59.2791	468.62
58.651	467.151
58.0277	465.682
57.4092	464.213
56.7954	462.745
56.1864	461.276
55.5821	459.808
54.9824	458.34
54.3874	456.872
53.7971	455.405
53.2114	453.937
52.6303	452.47
52.0537	451.003
51.4817	449.536
50.9142	448.069
50.3513	446.602
49.7928	445.136
49.2387	443.67
48.6892	442.204
48.144	440.738
47.6032	439.272
47.0668	437.807
46.5348	436.341
46.007	434.876
45.4836	433.411
44.9645	431.946
44.4496	430.481
43.939	429.017
43.4326	427.552
42.9304	426.088
42.4323	424.624
41.9385	423.16
41.4487	421.697
40.9631	420.233
40.4816	418.77
40.0041	417.307
39.5307	415.844
39.0613	414.381
38.5959	412.918
38.1345	411.456
37.6771	409.993
37.2236	408.531
36.774	407.069
36.3283	405.607
35.8866	404.145
35.4486	402.684
35.0145	401.222
34.5843	399.761
34.1578	398.3
33.7351	396.839
33.3161	395.378
32.9009	393.917
32.4894	392.457
32.0816	390.996
31.6775	389.536
31.2771	388.076
30.8802	386.616
30.487	385.156
30.0974	383.696
29.7113	382.237
29.3288	380.778
28.9498	379.318
28.5744	377.859
28.2024	376.4
27.8339	374.941
27.4688	373.483
27.1072	372.024
26.749	370.566
26.3942	369.108
26.0428	367.649
25.6947	366.191
25.35	364.734
25.0085	363.276
24.6704	361.818
24.3355	360.361
24.0039	358.903
23.6756	357.446
23.3504	355.989
23.0285	354.532
22.7097	353.075
22.3941	351.619
22.0816	350.162
21.7723	348.706
21.466	347.249
21.1629	345.793
20.8628	344.337
20.5657	342.881
20.2717	341.425
19.9807	339.969
19.6926	338.513
19.4076	337.058
19.1255	335.603
18.8463	334.147
18.5701	332.692
18.2967	331.237
18.0262	329.782
17.7586	328.327
17.4938	326.872
17.2318	325.418
16.9727	323.963
16.7163	322.508
16.4627	321.054
16.2119	319.6
15.9638	318.146
15.7183	316.691
15.4756	315.237
15.2356	313.784
14.9982	312.324
14.7635	310.865
14.5314	309.406
14.3019	307.947
14.0749	306.488
13.8506	305.029
13.6288	303.57
13.4095	302.11
13.1927	300.65
12.9785	299.19
12.7667	297.73
12.5573	296.269
12.3504	294.808
12.146	293.347
11.9439	291.885
11.7443	290.422
11.547	288.959
11.3521	287.496
11.1595	286.032
10.9692	284.567
10.7813	283.102
10.5956	281.636
10.4122	280.169
10.2311	278.701
10.0521	277.233
9.87546	275.765
9.70097	274.295
9.52868	272.825
9.35855	271.353
9.19057	269.881
9.02473	268.408
8.861	266.935
8.69939	265.46
8.53985	263.984
8.38239	262.508
8.22698	261.03
8.07361	259.552
7.92225	258.072
7.7729	256.592
7.62554	255.111
7.48016	253.628
7.33672	252.144
7.19523	250.66
7.05566	249.174
6.918	247.687
6.78223	246.199
6.64833	244.71
6.5163	243.219
6.38611	241.728
6.25775	240.235
6.1312	238.741
6.00645	237.245
5.88349	235.748
5.76229	234.25
5.64284	232.751
5.52513	231.25
5.40914	229.748
5.29485	228.34
5.18232	226.927
5.07157	225.502
4.96256	224.066
4.85526	222.618
4.74964	221.159
4.64567	219.69
4.54334	218.212
4.4426	216.726
4.34344	215.232
4.24584	213.732
4.14978	212.227
4.05524	210.718
3.96221	209.204
3.87067	207.687
3.7806	206.166
3.69198	204.643
3.60482	203.118
3.51908	201.59
3.43475	200.059
3.35182	198.526
3.27028	196.991
3.19012	195.454
3.11131	193.914
3.03384	192.371
2.95771	190.826
2.8829	189.279
2.80938	187.73
2.73716	186.177
2.66622	184.622
2.59654	183.065
2.52811	181.505
2.46092	179.942
2.39495	178.376
2.3302	176.807
2.26664	175.235
2.20427	173.661
2.14307	172.083
2.08303	170.502
2.02413	168.917
1.96637	167.33
1.90974	165.739
1.85421	164.144
1.79977	162.546
1.74642	160.944
1.69414	159.339
1.64292	157.729
1.59275	156.202
1.54365	154.661
1.49562	153.104
1.44862	151.533
1.40265	149.95
1.35768	148.354
1.31369	146.748
1.29848	146.189
1.2558	144.883
1.21416	143.332
1.17347	141.816
1.13372	140.336
1.09493	138.768
1.05704	137.184
1.02005	135.638
0.983947	134.077
0.948721	132.489
0.914352	130.941
0.880839	129.374
0.848167	127.722
0.816302	126.111
0.785246	124.506
0.754988	122.859
0.725509	121.255
0.696808	119.649
0.668874	118.016
0.641692	116.427
0.61526	114.839
0.589568	113.267
0.564609	111.739
0.540382	110.128
0.516856	108.55
0.49403	107.027
0.471902	105.566
0.450475	104.151
0.429743	102.784
0.409705	101.464
0.390353	100.198
0.371684	98.9911
0.353692	97.8333
0.336369	96.8006
0.31972	95.808
0.303732	94.9458
0.288407	94.1437
0.273731	93.4296
0.259697	92.7886
0.246292	92.1669
0.233493	91.5579
0.22128	90.9616
0.20963	90.3394
0.198518	89.7254
0.187924	88.9443
0.177808	88.1984
0.168155	87.4997
0.158955	86.8337
0.150192	86.2705
0.141858	85.7388
0.133938	85.3192
0.126424	84.9278
0.1193	84.5149
0.112544	84.1201
0.106142	83.7524
0.100077	83.4044
0.094336	83.0874
0.088904	82.7907
0.083766	82.5788
0.078913	82.3905
0.074331	82.3063
0.070012	82.227
0.065939	82.1522
0.0631	82.1
